rank,name,forbes_id,net_worth,age,age_range,country,source,industry,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
1217,Peter Unger,peter-unger,2.5,78.0,8,Germany,Auto repair,Automotive,79.0,"Auto repair, Self Made",,,"Neustadt an der Waldnaab, Germany",Germany,Married,2.0,,,,,,1
1217,Roger Wang,roger-wang,2.5,74.0,8,United States,Retail,Fashion & Retail,74.0,"Retail, Self Made",8.0,,"Nanjing, China",United States,Married,2.0,"Bachelor of Arts/Science, Chinese Culture University; Master of Business Administration, Southeastern Louisiana University",1.0,1.0,0.0,0.0,1
1217,Oprah Winfrey,oprah-winfrey,2.5,69.0,7,United States,TV shows,Media & Entertainment,69.0,"TV shows, Self Made",10.0,2.0,"Montecito, California",United States,In Relationship,,"Bachelor of Arts/Science, Tennessee State University",1.0,0.0,0.0,0.0,1
1217,Wu Zhigang & family,wu-zhigang,2.5,88.0,9,China,Bakery chain,Food & Beverage,88.0,"Bakery chain, Self Made",,,"Shenyang, China",China,Married,3.0,,,,,,1
1217,Xie Weitong,xie-weitong,2.5,66.0,7,Taiwan,Cobalt,Metals & Mining,66.0,"Cobalt, Self Made",,,Singapore,Taiwan,,,,,,,,1
1217,Ye Guofu,ye-guofu,2.5,45.0,5,China,Retail,Fashion & Retail,45.0,"Retail, Self Made",,,"Guangzhou, China",China,,,"Associate in Arts/Science, Zhongnan University of Economics and Law",0.0,0.0,0.0,0.0,1
1272,Brian Acton,brian-acton,2.4,51.0,6,United States,WhatsApp,Technology,51.0,"WhatsApp, Self Made",8.0,3.0,"Palo Alto, California",United States,Married,1.0,"Bachelor of Arts/Science, Stanford University",1.0,0.0,0.0,0.0,1
1272,Abdulla Al Futtaim & family,abdulla-al-futtaim,2.4,83.0,9,United Arab Emirates,"Auto dealers, investments",Automotive,83.0,"Auto dealers, investments",,,"Dubai, United Arab Emirates",United Arab Emirates,Married,,,,,,,0
1272,Edward Bass,edward-bass,2.4,77.0,8,United States,"Oil, investments",Energy,77.0,"Oil, investments",4.0,3.0,"Fort Worth, Texas",United States,Married,1.0,"Bachelor of Arts/Science, Yale University",1.0,0.0,0.0,0.0,0
1272,Koos Bekker,koos-bekker,2.4,70.0,7,South Africa,"Media, investments",Media & Entertainment,70.0,"Media, investments, Self Made",,,"Cape Town, South Africa",South Africa,Married,2.0,"Master of Business Administration, Columbia Business School; LLB, University of Witwatersrand",0.0,1.0,0.0,0.0,1
1272,Otto Philipp Braun,otto-philipp-braun,2.4,45.0,5,Germany,Medical technology,Healthcare,45.0,Medical technology,,,"Melsungen, Germany",Germany,,,,,,,,0
1272,Chen Tei-fu,chen-tei-fu,2.4,74.0,8,Taiwan,Herbal products,Fashion & Retail,75.0,"Herbal products, Self Made",,,"Los Angeles, California",Taiwan,Married,5.0,"Drop Out, Brigham Young University; Bachelor of Arts/Science, Kaohsiung Medical University",1.0,0.0,0.0,1.0,1
1272,Abilio dos Santos Diniz,abilio-dos-santos-diniz,2.4,86.0,9,Brazil,Retail,Fashion & Retail,86.0,Retail,,,"Sao Paulo, Brazil",Brazil,Married,6.0,"Bachelor of Arts/Science, Fundacao Getulio Vargas",1.0,0.0,0.0,0.0,0
1272,Marcel Erni,marcel-erni,2.4,58.0,6,Switzerland,Private equity,Finance & Investments,58.0,"Private equity, Self Made",,,"Zug, Switzerland",Switzerland,,,,,,,,1
1272,Doris Fisher,doris-fisher,2.4,91.0,10,United States,Gap,Fashion & Retail,92.0,"Gap, Self Made",7.0,2.0,"San Francisco, California",United States,Widowed,3.0,"Bachelor of Arts/Science, Stanford University",1.0,0.0,0.0,0.0,1
1272,Gerald Ford,gerald-ford,2.4,78.0,8,United States,Banking,Finance & Investments,79.0,"Banking, Self Made",9.0,2.0,"Dallas, Texas",United States,Married,6.0,"Bachelor of Arts/Science, Southern Methodist University; Doctor of Jurisprudence, Southern Methodist University",1.0,0.0,0.0,0.0,1
1272,Bernard Fraisse & family,bernard-fraisse,2.4,66.0,7,France,Pharmaceuticals,Healthcare,67.0,"Pharmaceuticals, Self Made",,,"Paris, France",France,,,,,,,,1
1272,Alfred Gantner,alfred-gantner,2.4,55.0,6,Switzerland,Private equity,Finance & Investments,55.0,"Private equity, Self Made",,,"Zug, Switzerland",Switzerland,Married,5.0,"Master of Business Administration, Brigham Young University",0.0,1.0,0.0,0.0,1
1272,Paul Gauselmann & family,paul-gauselmann,2.4,88.0,9,Germany,Gambling,Gambling & Casinos,89.0,"Gambling, Self Made",,,"Espelkamp, Germany",Germany,Married,4.0,,,,,,1
1272,Mitchell Goldhar,mitchell-goldhar,2.4,61.0,7,Canada,Real estate,Real Estate,62.0,"Real estate, Self Made",,,"North York, Canada",Canada,Single,,"Bachelor of Arts/Science, York University",1.0,0.0,0.0,0.0,1
1272,Peter Hargreaves,peter-hargreaves,2.4,76.0,8,United Kingdom,Financial services,Finance & Investments,76.0,"Financial services, Self Made",,,"Bristol, United Kingdom",United Kingdom,Married,2.0,,,,,,1
1272,Xuande Hua & family,xuande-hua,2.4,79.0,8,China,Pharmaceuticals,Healthcare,79.0,"Pharmaceuticals, Self Made",,,"Taizhou, China",China,Married,,,,,,,1
1272,Kwek Leng Kee,kwek-leng-kee,2.4,68.0,7,Singapore,Diversified,Diversified,68.0,Diversified,,,"Singapore, Singapore",Singapore,Married,,,,,,,0
1272,Catherine Lozick,catherine-lozick,2.4,77.0,8,United States,Valve manufacturing,Manufacturing,78.0,Valve manufacturing,1.0,,"Fort Lauderdale, Florida",United States,Widowed,,,,,,,0
1272,Kalanithi Maran,kalanithi-maran,2.4,57.0,6,India,Media,Media & Entertainment,58.0,"Media, Self Made",,,"Chennai, India",India,Married,1.0,"Master of Business Administration, University of Scranton",0.0,1.0,0.0,0.0,1
1272,Jed McCaleb,jed-mccaleb,2.4,48.0,5,United States,Cryptocurrency,Finance & Investments,48.0,"Cryptocurrency, Self Made",9.0,,"Berkeley, California",United States,,,,,,,,1
1272,Fatih Ozmen,fatih-ozmen,2.4,65.0,7,United States,Aerospace,Manufacturing,65.0,"Aerospace, Self Made",,,"Reno, Nevada",United States,Married,,,,,,,1
1272,Pan Laican,pan-laican,2.4,,0,China,Soy sauce,Food & Beverage,,"Soy sauce, Self Made",,,"foshan, China",China,,,,,,,,1
1272,Tor Peterson,tor-peterson,2.4,58.0,6,United States,Commodities,Metals & Mining,59.0,"Commodities, Self Made",6.0,,"Zug, Switzerland",United States,Single,,"Bachelor of Arts/Science, Duke University",1.0,0.0,0.0,0.0,1
1272,Daniel Pritzker,daniel-pritzker,2.4,63.0,7,United States,"Hotels, investments",Finance & Investments,63.0,"Hotels, investments",1.0,2.0,"Marin County, California",United States,Married,5.0,"Doctor of Jurisprudence, Northwestern University; Bachelor of Arts/Science, Tufts University",1.0,0.0,0.0,0.0,0
1272,Jinxing Qi,jinxing-qi,2.4,61.0,7,China,Real estate,Real Estate,61.0,"Real estate, Self Made",,,"Hangzhou, China",China,Married,1.0,"Master of Business Administration, Zhejiang University",0.0,1.0,0.0,0.0,1
1272,Qiu Jianping & family,qiu-jianping,2.4,61.0,7,China,Hand tools,Manufacturing,61.0,"Hand tools, Self Made",,,"Hangzhou, China",China,Married,,"Master of Science, Xi'an Jiaotong University",0.0,1.0,0.0,0.0,1
1272,Rajan Raheja & family,rajan-raheja,2.4,68.0,7,India,Diversified,Diversified,69.0,Diversified,,,"Mumbai, India",India,Married,2.0,"Bachelor of Arts/Science, University of Mumbai",1.0,0.0,0.0,0.0,0
1272,Matthias Reinhart,matthias-reinhart,2.4,63.0,7,Switzerland,Financial services,Finance & Investments,63.0,"Financial services, Self Made",,,"Zurich, Switzerland",Switzerland,,,,,,,,1
1272,Arnout Schuijff,arnout-schuijff,2.4,55.0,6,Netherlands,Payments software,Technology,55.0,"Payments software, Self Made",,,"Amsterdam, Netherlands",Netherlands,Married,,,,,,,1
1272,Hans Sy,hans-sy,2.4,67.0,7,Philippines,Diversified,Diversified,67.0,Diversified,,,"Manila, Philippines",Philippines,Married,4.0,"Bachelor of Science, De La Salle University",1.0,0.0,0.0,0.0,0
1272,Herbert Sy,herbert-sy,2.4,66.0,7,Philippines,Diversified,Diversified,66.0,Diversified,,,"Manila, Philippines",Philippines,Married,,"Bachelor of Business Administration, De La Salle University",1.0,0.0,0.0,0.0,0
1272,Lucio Tan,lucio-tan,2.4,88.0,9,Philippines,Diversified,Diversified,89.0,"Diversified, Self Made",,,"Manila, Philippines",Philippines,Married,6.0,"Bachelor of Arts/Science, Far Eastern University",1.0,0.0,0.0,0.0,1
1272,Tsai Ming-kai,tsai-ming-kai,2.4,72.0,8,Taiwan,Semiconductors,Technology,73.0,"Semiconductors, Self Made",,,"Hsinchu, Taiwan",Taiwan,Married,2.0,"Bachelor of Engineering, National Taiwan University; Master of Science in Engineering, University of Cincinnati",1.0,1.0,0.0,0.0,1
1272,Ted Turner,ted-turner,2.4,84.0,9,United States,Cable television,Media & Entertainment,84.0,Cable television,5.0,5.0,"Atlanta, Georgia",United States,Divorced,5.0,"Bachelor of Arts/Science, Brown University",1.0,0.0,0.0,0.0,0
1272,David Walentas,david-walentas,2.4,84.0,9,United States,Real estate,Real Estate,85.0,"Real estate, Self Made",10.0,1.0,"New York, New York",United States,Widowed,1.0,"Bachelor of Arts/Science, University of Virginia",1.0,0.0,0.0,0.0,1
1272,Urs Wietlisbach,urs-wietlisbach,2.4,61.0,7,Switzerland,Private equity,Finance & Investments,62.0,"Private equity, Self Made",,,"Zug, Switzerland",Switzerland,,,"Master of Business Administration, University of St. Gallen",0.0,1.0,0.0,0.0,1
1272,Jerry Yang,jerry-yang,2.4,54.0,6,United States,Yahoo,Technology,54.0,"Yahoo, Self Made",10.0,2.0,"Los Altos Hills, California",United States,Married,2.0,"Bachelor of Arts/Science, Stanford University; Master of Science, Stanford University",1.0,1.0,0.0,0.0,1
1272,Yang Jianliang & family,yang-jianliang,2.4,53.0,6,China,Machinery,Manufacturing,54.0,"Machinery, Self Made",,,"Wuxi, China",China,Married,1.0,,,,,,1
1272,Yang Weidong & family,yang-weidong-1,2.4,54.0,6,China,Chemicals,Manufacturing,54.0,"Chemicals, Self Made",,,"Jiaxing, China",China,Married,,,,,,,1
1272,Mortimer Zuckerman,mortimer-zuckerman,2.4,85.0,9,United States,"Real estate, media",Real Estate,86.0,"Real estate, media, Self Made",8.0,4.0,"New York, New York",United States,Divorced,2.0,"LLM, Harvard University; Bachelor of Arts/Science, McGill University; Master of Business Administration, University of Pennsylvania, The Wharton School",1.0,1.0,0.0,0.0,1
1312,John Armitage,john-armitage,2.3,63.0,7,Ireland,Hedge funds,Finance & Investments,63.0,"Hedge funds, Self Made",,,"London, United Kingdom",Ireland,,,,,,,,1
1312,Lee Bass,lee-bass,2.3,66.0,7,United States,"Oil, investments",Energy,67.0,"Oil, investments",4.0,2.0,"Fort Worth, Texas",United States,Married,,"Master of Business Administration, University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University",1.0,1.0,0.0,0.0,0
1312,John Bicket,john-bicket,2.3,43.0,5,United States,Sensor systems,Technology,43.0,"Sensor systems, Self Made",,,"San Francisco, California",United States,Married,2.0,"Bachelor of Science, Cornell University; Master of Science, Massachusetts Institute of Technology",1.0,1.0,0.0,0.0,1
1312,Sanjit Biswas,sanjit-biswas,2.3,41.0,5,United States,Sensor systems,Technology,41.0,"Sensor systems, Self Made",,,"San Francisco, California",United States,Married,3.0,"Master of Science, Massachusetts Institute of Technology; Bachelor of Science, Stanford University",1.0,1.0,0.0,0.0,1
1312,Timothy Boyle,timothy-boyle,2.3,73.0,8,United States,Columbia Sportswear,Fashion & Retail,73.0,"Columbia Sportswear, Self Made",5.0,1.0,"Portland, Oregon",United States,Married,2.0,"Bachelor of Arts/Science, University of Oregon",1.0,0.0,0.0,0.0,1
1312,Morris Chang,morris-chang,2.3,91.0,10,Taiwan,Semiconductors,Technology,92.0,"Semiconductors, Self Made",,,"Hsinchu, Taiwan",Taiwan,Married,1.0,"Bachelor of Arts/Science, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology; Ph.D, Stanford University",1.0,1.0,0.0,0.0,1
1312,Chao Teng-hsiung,chao-teng-hsiung,2.3,78.0,8,Taiwan,Real estate,Real Estate,78.0,"Real estate, Self Made",,,"Taipei, Taiwan",Taiwan,Married,3.0,,,,,,1
1312,Samuel Chen,samuel-chen,2.3,73.0,8,Taiwan,Investments,Finance & Investments,73.0,"Investments, Self Made",,,,Taiwan,Married,2.0,,,,,,1
1312,Chu Lam Yiu,chu-lam-yiu,2.3,53.0,6,Hong Kong,Flavorings,Manufacturing,53.0,"Flavorings, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,1.0,,,,,,1
1312,K. Dinesh,k-dinesh,2.3,68.0,7,India,Software services,Technology,69.0,"Software services, Self Made",,,"Bangalore, India",India,Married,2.0,"Master of Science, Bangalore University",0.0,1.0,0.0,0.0,1
1312,James Duff,james-duff,2.3,62.0,7,United States,"Tires, diversified",Diversified,62.0,"Tires, diversified, Self Made",,,"Hattiesburg, Mississippi",United States,Married,2.0,,,,,,1
1312,Thomas Duff,thomas-duff,2.3,66.0,7,United States,"Tires, diversified",Diversified,66.0,"Tires, diversified, Self Made",,,"Hattiesburg, Mississippi",United States,Divorced,2.0,"Bachelor of Arts/Science, University of Southern Mississippi",1.0,0.0,0.0,0.0,1
1312,Daniel Ek,daniel-ek,2.3,40.0,4,Sweden,Spotify,Technology,40.0,"Spotify, Self Made",,,"Stockholm, Sweden",Sweden,Married,2.0,,,,,,1
1312,John Fisher,john-fisher,2.3,61.0,7,United States,Gap,Fashion & Retail,62.0,Gap,2.0,2.0,"San Francisco, California",United States,Married,4.0,"Bachelor of Arts/Science, Princeton University; Master of Business Administration, Stanford Graduate School of Business",1.0,1.0,0.0,0.0,0
1312,Georg Haub,georg-haub,2.3,61.0,7,Germany,Retail,Fashion & Retail,61.0,Retail,,,"Berlin, Germany",Germany,Married,,,,,,,0
1312,Erman Ilicak,erman-ilicak,2.3,55.0,6,Turkey,Construction,Construction & Engineering,55.0,"Construction, Self Made",,,"Ankara, Turkey",Turkey,Married,3.0,,,,,,1
1312,Justin Ishbia,justin-ishbia,2.3,45.0,5,United States,Private equity,Finance & Investments,45.0,Private equity,,,"Chicago, Illinois",United States,Married,2.0,"Bachelor of Arts/Science, Michigan State University; Doctor of Jurisprudence, Vanderbilt University",1.0,0.0,0.0,0.0,0
1312,Long Jiang,long-jiang,2.3,49.0,5,China,Manufacturing,Technology,49.0,"Manufacturing, Self Made",,,"Weifang, China",China,,,"Master of Arts, Renmin University of China; Bachelor of Arts/Science, Tsinghua University; Ph.D, University of Maryland",1.0,1.0,0.0,0.0,1
1312,Bruce Karsh,bruce-karsh,2.3,67.0,7,United States,Private equity,Finance & Investments,67.0,"Private equity, Self Made",8.0,3.0,"Los Angeles, California",United States,Married,3.0,"Bachelor of Arts/Science, Duke University; Doctor of Jurisprudence, University of Virginia",1.0,0.0,0.0,0.0,1
1312,Bom Kim,bom-kim,2.3,44.0,5,United States,Online retailing,Technology,44.0,"Online retailing, Self Made",8.0,,"Seoul, South Korea",United States,Married,1.0,"Bachelor of Arts/Science, Harvard University",1.0,0.0,0.0,0.0,1
1312,Jianping Lai,jianping-lai,2.3,,0,China,Soy sauce,Food & Beverage,,"Soy sauce, Self Made",,,"Foshan, China",China,,,,,,,,1
1312,Lam Kong,lam-kong,2.3,58.0,6,China,Pharmaceuticals,Healthcare,59.0,"Pharmaceuticals, Self Made",,,"Hong Kong, Hong Kong",China,,,"Bachelor of Arts/Science, Guangdong Medical College",1.0,0.0,0.0,0.0,1
1312,Stephen Lansdown,stephen-lansdown,2.3,70.0,7,Guernsey,Financial services,Finance & Investments,70.0,"Financial services, Self Made",,,"St. Peter Port, Guernsey",Guernsey,Married,2.0,,,,,,1
1312,Kevin David Lehmann,kevin-david-lehmann,2.3,20.0,2,Germany,Drugstores,Fashion & Retail,20.0,Drugstores,,,,Germany,,,,,,,,0
1312,Li Haiyan,li-haiyan,2.3,,0,China,Restaurants,Food & Beverage,,"Restaurants, Self Made",,,"Chengdu, China",China,Married,,,,,,,1
1312,Hua Li,hua-li-1,2.3,45.0,5,China,Financial services,Finance & Investments,45.0,"Financial services, Self Made",,,"Shenzhen, China",China,,,,,,,,1
1312,Lim Kok Thay,lim-kok-thay,2.3,71.0,8,Malaysia,Casinos,Gambling & Casinos,72.0,Casinos,,,"Kuala Lumpur, Malaysia",Malaysia,Married,3.0,"Harvard Business School; Bachelor of Arts/Science, University of London",1.0,0.0,0.0,0.0,0
1312,Kishore Mariwala,kishore-mariwala,2.3,88.0,9,India,Consumer goods,Food & Beverage,88.0,Consumer goods,,,"Mumbai, India",India,Married,2.0,"Master of Science in Engineering, Massachusetts Institute of Technology; Bachelor of Science in Engineering, University of Mumbai",1.0,1.0,0.0,0.0,0
1312,Clayton Mathile,clayton-mathile,2.3,82.0,9,United States,Pet food,Food & Beverage,82.0,"Pet food, Self Made",7.0,4.0,"Brookville, Ohio",United States,Married,5.0,"Bachelor of Arts/Science, Ohio Northern University",1.0,0.0,0.0,0.0,1
1312,Mi Enhua,mi-enhua,2.3,65.0,7,China,Retail,Fashion & Retail,65.0,"Retail, Self Made",,,"Urumqi, China",China,Married,,,,,,,1
1312,Vadim Moshkovich,vadim-moshkovich,2.3,55.0,6,Russia,"Agriculture, land",Food & Beverage,56.0,"Agriculture, land, Self Made",,,"Moscow, Russia",Russia,Married,3.0,"Bachelor of Arts/Science, Moscow Institute of Radioengineering, Electronics and Automation",1.0,0.0,0.0,0.0,1
1312,David Murdock,david-murdock,2.3,99.0,10,United States,"Dole, real estate",Food & Beverage,100.0,"Dole, real estate, Self Made",10.0,,"Ventura, California",United States,Widowed,3.0,"Drop Out, High School",0.0,0.0,0.0,1.0,1
1312,David Nahmad,david-nahmad,2.3,75.0,8,Monaco,Art collection,Fashion & Retail,76.0,"Art collection, Self Made",,,"New York, New York",Monaco,Married,3.0,,,,,,1
1312,Lirio Parisotto,lirio-parisotto,2.3,69.0,7,Brazil,Investments,Finance & Investments,69.0,"Investments, Self Made",,,"Manaus, Brazil",Brazil,Divorced,1.0,,,,,,1
1312,Augusto Perfetti,augusto-perfetti,2.3,,0,Italy,Candy,Food & Beverage,,Candy,,,"Lugano, Switzerland",Italy,,,,,,,,0
1312,Giorgio Perfetti,giorgio-perfetti,2.3,,0,Italy,Candy,Food & Beverage,,Candy,,,"Lugano, Switzerland",Italy,,,,,,,,0
1312,Alberto Prada,alberto-prada,2.3,69.0,7,Italy,Luxury goods,Fashion & Retail,69.0,Luxury goods,,,"Milan, Italy",Italy,,,,,,,,0
1312,Marina Prada,marina-prada,2.3,77.0,8,Italy,Luxury goods,Fashion & Retail,78.0,Luxury goods,,,"Milan, Italy",Italy,,,,,,,,0
1312,Filiz Sahenk,filiz-sahenk,2.3,56.0,6,Turkey,Diversified,Diversified,56.0,Diversified,,,"Istanbul, Turkey",Turkey,Single,,,,,,,0
1312,Richard Sands,richard-sands,2.3,72.0,8,United States,Liquor,Food & Beverage,72.0,Liquor,4.0,1.0,"Delray Beach, Florida",United States,,,"Doctorate, University of North Carolina; Bachelor of Arts/Science, University of Vermont",1.0,0.0,1.0,0.0,0
1312,Stephan Schmidheiny,stephan-schmidheiny,2.3,75.0,8,Switzerland,Investments,Finance & Investments,75.0,Investments,,,"Hurden, Switzerland",Switzerland,Married,2.0,"Doctorate, University of Zurich",0.0,0.0,1.0,0.0,0
1312,Alberto Siccardi & family,alberto-siccardi,2.3,78.0,8,Switzerland,Medical devices,Healthcare,79.0,Medical devices,,,"Lugano, Switzerland",Switzerland,Married,3.0,"Master of Business Administration, SDA Bocconi School of Management; Bachelor of Science, University of Turin",1.0,1.0,0.0,0.0,0
1312,Stefan Soloviev,stefan-soloviev,2.3,47.0,5,United States,"Real estate, grains",Real Estate,48.0,"Real estate, grains",,,"Delray Beach, Florida",United States,Divorced,22.0,"Drop Out, University of Rhode Island",0.0,0.0,0.0,1.0,0
1312,Tang Yiu,tang-yiu,2.3,89.0,9,Hong Kong,Fashion retail,Fashion & Retail,89.0,"Fashion retail, Self Made",,,"Hong Kong, Hong Kong",Hong Kong,Married,2.0,,,,,,1
1312,Tian Ming,tian-ming,2.3,69.0,7,China,Measuring instruments,Technology,69.0,"Measuring instruments, Self Made",,,"Hefei, China",China,Married,,,,,,,1
1312,T.Y. Tsai,ty-tsai,2.3,70.0,7,Taiwan,Finance,Finance & Investments,70.0,Finance,,,"Taipei, Taiwan",Taiwan,Married,1.0,"EMBA, National Taiwan University; Bachelor of Arts/Science, Tokai University",1.0,0.0,0.0,0.0,0
1312,Jayshree Ullal,jayshree-ullal,2.3,62.0,7,United States,Computer networking,Technology,62.0,"Computer networking, Self Made",6.0,,"Saratoga, California",United States,Married,2.0,"Bachelor of Arts/Science, San Francisco State University; Master of Science, Santa Clara University",1.0,1.0,0.0,0.0,1
